LAMMPS data file via write_data, version 7 Dec 2018, timestep = 100

360 atoms
1 atom types
356 bonds
1 bond types

-1.3676681000000000e+01 1.3469825000000000e+01 xlo xhi
-2.4556058000000000e+01 4.0930698000000000e+01 ylo yhi
-1.0197400000000000e+01 8.1120850000000004e+01 zlo zhi

Masses

1 15

Pair Coeffs # lj/cut

1 0.09141 3.95

Bond Coeffs # harmonic

1 260 1.54

Atoms # molecular

11 2 1 -7.1371950000000002e+00 -1.7471824000000002e+01 -4.6878000000000002e+00 0 0 0
12 2 1 -7.3069229999999994e+00 -1.7451044000000000e+01 -3.1862999999999997e+00 0 0 0
13 2 1 -8.6766810000000003e+00 -1.9556058000000000e+01 -3.2883500000000003e+00 0 0 0
14 2 1 -7.3897979999999999e+00 -1.8851616000000000e+01 -2.5629499999999998e+00 0 0 0
10 2 1 -7.1120010000000002e+00 -1.6019302000000000e+01 -5.1974000000000000e+00 0 0 0
28 4 1 -7.1120010000000002e+00 3.5930698000000000e+01 -1.9474000000000000e+00 0 0 0
15 2 1 -7.3221720000000001e+00 -1.9005388000000000e+01 -1.0217999999999998e+00 0 0 0
16 2 1 -4.7901749999999996e+00 -1.9123834000000002e+01 -4.8099999999999987e-01 0 0 0
17 2 1 -6.0518640000000001e+00 -1.8377832000000001e+01 -1.7550000000000043e-01 0 0 0
18 2 1 -5.9497619999999998e+00 -1.8242761999999999e+01 1.3708500000000008e+00 0 0 0
47 6 1 -7.1371950000000002e+00 -1.7471824000000002e+01 1.8121999999999998e+00 0 0 0
48 6 1 -7.3069229999999994e+00 -1.7451044000000000e+01 3.3137000000000003e+00 0 0 0
49 6 1 -8.6766810000000003e+00 -1.9556058000000000e+01 3.2116499999999997e+00 0 0 0
50 6 1 -7.3897979999999999e+00 -1.8851616000000000e+01 3.9370500000000002e+00 0 0 0
51 6 1 -7.3221720000000001e+00 -1.9005388000000000e+01 5.4782000000000002e+00 0 0 0
52 6 1 -4.7901749999999996e+00 -1.9123834000000002e+01 6.0190000000000001e+00 0 0 0
53 6 1 -6.0518640000000001e+00 -1.8377832000000001e+01 6.3244999999999996e+00 0 0 0
46 6 1 -7.1120010000000002e+00 -1.6019302000000000e+01 1.3026000000000000e+00 0 0 0
31 4 1 -8.6766810000000003e+00 3.2393942000000003e+01 -3.8350000000000328e-02 0 0 0
29 4 1 -7.1371950000000002e+00 3.4478176000000005e+01 -1.4378000000000000e+00 0 0 0
30 4 1 -7.3069229999999994e+00 3.4498956000000000e+01 6.3700000000000312e-02 0 0 0
32 4 1 -7.3897979999999999e+00 3.3098384000000003e+01 6.8705000000000016e-01 0 0 0
33 4 1 -7.3221720000000001e+00 3.2944611999999999e+01 2.2282000000000002e+00 0 0 0
34 4 1 -4.7901749999999996e+00 3.2826166000000001e+01 2.7690000000000001e+00 0 0 0
35 4 1 -6.0518640000000001e+00 3.3572168000000005e+01 3.0744999999999996e+00 0 0 0
36 4 1 -5.9497619999999998e+00 3.3707238000000004e+01 4.6208500000000008e+00 0 0 0
64 8 1 -7.1120010000000002e+00 3.5930698000000000e+01 4.5526000000000000e+00 0 0 0
65 8 1 -7.1371950000000002e+00 3.4478176000000005e+01 5.0621999999999998e+00 0 0 0
54 6 1 -5.9497619999999998e+00 -1.8242761999999999e+01 7.8708500000000008e+00 0 0 0
83 10 1 -7.1371950000000002e+00 -1.7471824000000002e+01 8.3122000000000007e+00 0 0 0
84 10 1 -7.3069229999999994e+00 -1.7451044000000000e+01 9.8137000000000008e+00 0 0 0
85 10 1 -8.6766810000000003e+00 -1.9556058000000000e+01 9.7116499999999988e+00 0 0 0
86 10 1 -7.3897979999999999e+00 -1.8851616000000000e+01 1.0437049999999999e+01 0 0 0
87 10 1 -7.3221720000000001e+00 -1.9005388000000000e+01 1.1978200000000001e+01 0 0 0
88 10 1 -4.7901749999999996e+00 -1.9123834000000002e+01 1.2519000000000000e+01 0 0 0
89 10 1 -6.0518640000000001e+00 -1.8377832000000001e+01 1.2824500000000000e+01 0 0 0
90 10 1 -5.9497619999999998e+00 -1.8242761999999999e+01 1.4370850000000001e+01 0 0 0
82 10 1 -7.1120010000000002e+00 -1.6019302000000000e+01 7.8026000000000000e+00 0 0 0
118 14 1 -7.1120010000000002e+00 -1.6019302000000000e+01 1.4302600000000000e+01 0 0 0
22 3 1 4.5833189999999995e+00 -9.1660579999999996e+00 1.2961649999999999e+01 0 0 0
23 3 1 5.8702019999999999e+00 -8.4616160000000011e+00 1.3687049999999999e+01 0 0 0
19 3 1 6.1479989999999995e+00 -5.6293020000000000e+00 1.1052600000000000e+01 0 0 0
20 3 1 6.1228049999999996e+00 -7.0818240000000001e+00 1.1562200000000001e+01 0 0 0
21 3 1 5.9530770000000004e+00 -7.0610440000000008e+00 1.3063700000000001e+01 0 0 0
