TrialInfa1iPP.data

360 atoms
0 bonds
0 angles
0 dihedrals

1 atom types
1 bond types

-13.676681 13.469825 xlo xhi
-24.556058 40.930698 ylo yhi
-10.1974 81.12085 zlo zhi


Masses

1 15

Atoms

1 1 1 6.1479989999999995 25.540698000000003 7.8026 
2 1 1 6.122805 24.088176 8.3122 
3 1 1 5.953077 24.108956000000003 9.8137 
4 1 1 4.5833189999999995 22.003942000000002 9.711649999999999 
5 1 1 5.870202 22.708384000000002 10.43705 
6 1 1 5.937828 22.554612000000002 11.978200000000001 
7 1 1 8.469825 22.436166 12.519 
8 1 1 7.208136 23.182168 12.8245 
9 1 1 7.310238 23.317238000000003 14.37085 
10 2 1 -7.112001 -16.019302 -5.1974 
11 2 1 -7.137195 -17.471824 -4.6878 
12 2 1 -7.306922999999999 -17.451044 -3.1862999999999997 
13 2 1 -8.676681 -19.556058 -3.2883500000000003 
14 2 1 -7.389798 -18.851616 -2.56295 
15 2 1 -7.322172 -19.005388 -1.0217999999999998 
16 2 1 -4.790175 -19.123834000000002 -0.48099999999999987 
17 2 1 -6.051864 -18.377832 -0.17550000000000043 
18 2 1 -5.949762 -18.242762 1.3708500000000008 
19 3 1 6.1479989999999995 -5.629302 11.0526 
20 3 1 6.122805 -7.081824 11.5622 
21 3 1 5.953077 -7.061044000000001 13.0637 
22 3 1 4.5833189999999995 -9.166058 12.961649999999999 
23 3 1 5.870202 -8.461616000000001 13.68705 
24 3 1 5.937828 -8.615388000000001 15.228200000000001 
25 3 1 8.469825 -8.733834 15.769 
26 3 1 7.208136 -7.987832000000001 16.0745 
27 3 1 7.310238 -7.852762 17.62085 
28 4 1 -7.112001 35.930698 -1.9474 
29 4 1 -7.137195 34.478176000000005 -1.4378 
30 4 1 -7.306922999999999 34.498956 0.06370000000000031 
31 4 1 -8.676681 32.393942 -0.03835000000000033 
32 4 1 -7.389798 33.098384 0.6870500000000002 
33 4 1 -7.322172 32.944612 2.2282 
34 4 1 -4.790175 32.826166 2.769 
35 4 1 -6.051864 33.572168000000005 3.0744999999999996 
36 4 1 -5.949762 33.707238000000004 4.620850000000001 
37 5 1 6.1479989999999995 25.540698000000003 14.3026 
38 5 1 6.122805 24.088176 14.8122 
39 5 1 5.953077 24.108956000000003 16.3137 
40 5 1 4.5833189999999995 22.003942000000002 16.21165 
41 5 1 5.870202 22.708384000000002 16.93705 
42 5 1 5.937828 22.554612000000002 18.4782 
43 5 1 8.469825 22.436166 19.019 
44 5 1 7.208136 23.182168 19.3245 
45 5 1 7.310238 23.317238000000003 20.87085 
46 6 1 -7.112001 -16.019302 1.3026 
47 6 1 -7.137195 -17.471824 1.8121999999999998 
48 6 1 -7.306922999999999 -17.451044 3.3137000000000003 
49 6 1 -8.676681 -19.556058 3.2116499999999997 
50 6 1 -7.389798 -18.851616 3.93705 
51 6 1 -7.322172 -19.005388 5.4782 
52 6 1 -4.790175 -19.123834000000002 6.019 
53 6 1 -6.051864 -18.377832 6.3245 
54 6 1 -5.949762 -18.242762 7.870850000000001 
55 7 1 6.1479989999999995 -5.629302 17.552599999999998 
56 7 1 6.122805 -7.081824 18.0622 
57 7 1 5.953077 -7.061044000000001 19.5637 
58 7 1 4.5833189999999995 -9.166058 19.46165 
59 7 1 5.870202 -8.461616000000001 20.18705 
60 7 1 5.937828 -8.615388000000001 21.7282 
61 7 1 8.469825 -8.733834 22.269 
62 7 1 7.208136 -7.987832000000001 22.5745 
63 7 1 7.310238 -7.852762 24.12085 
64 8 1 -7.112001 35.930698 4.5526 
65 8 1 -7.137195 34.478176000000005 5.0622 
66 8 1 -7.306922999999999 34.498956 6.563700000000001 
67 8 1 -8.676681 32.393942 6.46165 
68 8 1 -7.389798 33.098384 7.18705 
69 8 1 -7.322172 32.944612 8.728200000000001 
70 8 1 -4.790175 32.826166 9.269 
71 8 1 -6.051864 33.572168000000005 9.5745 
72 8 1 -5.949762 33.707238000000004 11.12085 
73 9 1 6.1479989999999995 25.540698000000003 20.802599999999998 
74 9 1 6.122805 24.088176 21.3122 
75 9 1 5.953077 24.108956000000003 22.8137 
76 9 1 4.5833189999999995 22.003942000000002 22.71165 
77 9 1 5.870202 22.708384000000002 23.43705 
78 9 1 5.937828 22.554612000000002 24.9782 
79 9 1 8.469825 22.436166 25.519 
80 9 1 7.208136 23.182168 25.8245 
81 9 1 7.310238 23.317238000000003 27.37085 
82 10 1 -7.112001 -16.019302 7.8026 
83 10 1 -7.137195 -17.471824 8.3122 
84 10 1 -7.306922999999999 -17.451044 9.8137 
85 10 1 -8.676681 -19.556058 9.711649999999999 
86 10 1 -7.389798 -18.851616 10.43705 
87 10 1 -7.322172 -19.005388 11.978200000000001 
88 10 1 -4.790175 -19.123834000000002 12.519 
89 10 1 -6.051864 -18.377832 12.8245 
90 10 1 -5.949762 -18.242762 14.37085 
91 11 1 6.1479989999999995 -5.629302 24.052599999999998 
92 11 1 6.122805 -7.081824 24.5622 
93 11 1 5.953077 -7.061044000000001 26.0637 
94 11 1 4.5833189999999995 -9.166058 25.96165 
95 11 1 5.870202 -8.461616000000001 26.68705 
96 11 1 5.937828 -8.615388000000001 28.2282 
97 11 1 8.469825 -8.733834 28.769 
98 11 1 7.208136 -7.987832000000001 29.0745 
99 11 1 7.310238 -7.852762 30.62085 
100 12 1 -7.112001 35.930698 11.0526 
101 12 1 -7.137195 34.478176000000005 11.5622 
102 12 1 -7.306922999999999 34.498956 13.0637 
103 12 1 -8.676681 32.393942 12.961649999999999 
104 12 1 -7.389798 33.098384 13.68705 
